Company,Product,Last Name,First Name,Telephone,Deal Status,Completion Date,Sales Code,Type of Contact,Call Attempt #1,Call Attempt #2,Call Attempt #3,Subscription Plan,Follow up,Type Of Contact,Last Name of Sales Rep,First Name of Sales Rep,Title of Sales Rep,Comments
Microsoft,Professional,Morgan,Tammy,(819)437-2948,Interested,,NEW,Social Media,,,,,2023-02-01,In Person,Hall,Laurie,Associate,
Intel,Enterprise,Gillespie,Terri,4907505438,Follow Up,2004-08-22,NEW,Telephonic,,2023-02-26,,6 Mo,,In Person,Pierce,Teresa,,
NTT Finance,Solo,West,Kristina,2663521237,Follow Up,2007-02-18,NEW,Telephonic,,2023-05-03,2023-06-17,6 Mo,,In Person,Johnson,Patricia,Manager,
Cisco,Solo,Delgado,James,(424)786-7621,Closed,2006-09-04,UPG,In Person,,,2023-06-16,1 Mo,,,Gonzalez,Tracy,Closer,
SAP,Professional,Barnes,Andrea,(983)336-0368,Follow Up,2010-08-04,RPT,,,2023-02-26,,12 Mo,,,Johnson,Brianna,Closer,
NTT Finance,Professional,Hernandez,Lisa,977-832-5387,Closed,2011-01-20,ADD,Expo Event,,2023-04-18,,6 Mo,,Telephonic,Cruz,Jane,Manager,
Adobe,Solo,Kennedy,Brandi,(485)618-0359,Interested,2006-10-31,NEW,In Person,,2023-03-20,,12 Mo,,,Jones,Dawn,,
Oracle,Solo,Hunter,Isaac,3136042003,No Deal,2019-05-31,RPT,Email,2023-04-02,2023-01-31,2023-03-07,18 Mo,,Telephonic,Roberts,Debra,Closer,
NTT DATA Business Solutions,Solo,Wilson,Tracy,9918481977,Interested,,UPG,Expo Event,,,,6 Mo,,In Person,Cantu,Sarah,Manager,
Dell,Enterprise,Miller,Jordan,6836201022,Interested,2023-04-11,ADD,Email,,2023-04-05,,18 Mo,,,Matthews,Barbara,Manager,
NTT Communications,Solo,Frazier,Nancy,9234846515,Closed,,ADD,Email,2023-04-22,2023-04-18,,18 Mo,2023-04-05,Telephonic,Stevens,Henry,,
NTT Data,Professional,Jones,Devin,7387451706,Follow Up,,NEW,,,2023-01-28,2023-02-21,6 Mo,,Telephonic,Richardson,Stacy,,
SAP,Solo,Jones,Morgan,(487)303-0622,Follow Up,,UPG,Social Media,,,,18 Mo,,Telephonic,Martin,Robert,Associate,
Adobe,Solo,Miller,Denise,649-230-5393,Closed,,ADD,,,2023-02-27,2023-01-12,6 Mo,,,Ewing,Joanne,Manager,
NTT Urban Development,Solo,Bowman,John,5826053408,Interested,,RPT,Expo Event,,2023-06-21,2023-05-16,12 Mo,,,Boyd,Jennifer,Manager,
Microsoft,Professional,Tran,Casey,3172319038,Interested,,UPG,Social Media,,2023-06-06,2023-06-23,1 Mo,,In Person,Trujillo,Ethan,Associate,
Microsoft,Solo,Pineda,Christopher,(703)314-0055,Interested,,ADD,Telephonic,,2023-03-13,,1 Mo,,In Person,Craig,Joseph,Associate,
NTT Finance,Solo,Carey,Brian,606-831-8597,Closed,2019-08-11,NEW,Expo Event,,2023-03-18,,6 Mo,,In Person,Robinson,Jasmine,Manager,
NTT,Solo,Hayes,Willie,9249139090,,,,Social Media,,2023-03-21,,1 Mo,,Telephonic,Key,Jeffery,Manager,
VMware,Professional,Anderson,Cassandra,(495)399-4442,No Deal,2014-12-15,,,,,2023-05-29,1 Mo,2023-04-17,Telephonic,Schwartz,Kelsey,Associate,
Facebook,Enterprise,Mendoza,Misty,369-707-4998,No Deal,,,,2023-05-29,,2023-05-29,1 Mo,,,Wilson,James,Manager,
HPE,Enterprise,Munoz,Michelle,652-489-8993,No Deal,2011-01-04,ADD,Email,,2023-04-25,,18 Mo,2023-02-20,In Person,Sullivan,Amy,Closer,
NTT Security,Enterprise,Delacruz,Andrea,885-962-5565,Closed,,,In Person,,,2023-06-23,18 Mo,2023-03-20,In Person,Brown,Rhonda,Manager,
HP,Enterprise,Johnson,Erin,(979)886-9547,,,NEW,Email,,2023-03-06,,12 Mo,,,Smith,Mary,Associate,
NTT,Professional,Herring,Kathleen,5106420273,Interested,2010-06-06,NEW,Social Media,,,2023-02-14,,,,Hudson,Ricky,Manager,
Oracle,Professional,Young,George,5417946382,Closed,2002-06-10,,Social Media,,,,,2023-06-17,In Person,Schultz,Rachel,Manager,
NTT DATA Business Solutions,Professional,Reed,Elizabeth,(658)939-6158,Closed,2019-01-11,NEW,,,2023-02-15,,18 Mo,,Telephonic,Pacheco,Renee,Closer,
IBM,Solo,Lyons,Brandon,(895)455-7812,Follow Up,,UPG,In Person,2023-01-06,2023-02-03,2023-03-14,12 Mo,,,Gonzalez,Christie,Associate,
NTT Security,Professional,Young,Regina,(703)949-7274,Interested,2011-04-26,UPG,Telephonic,,,,12 Mo,2023-04-24,In Person,Brown,Melissa,Manager,
Salesforce,Professional,Irwin,Jeffrey,(379)714-0051,Follow Up,2002-10-04,ADD,Email,,,,18 Mo,,Telephonic,Williams,Jennifer,,
Apple,Enterprise,Weeks,Juan,(972)308-1867,,,UPG,Social Media,,2023-05-11,2023-04-13,12 Mo,,In Person,Harris,Elizabeth,Closer,
Google,Enterprise,Pope,Joseph,(259)763-2880,,2014-10-11,UPG,In Person,,,,1 Mo,,Telephonic,Swanson,Robin,Manager,
Facebook,Professional,Hansen,Rebecca,518-925-4389,Closed,2023-05-15,,Expo Event,,2023-03-04,,12 Mo,,In Person,Weaver,William,,
Intel,Professional,Mendez,Cheryl,646-260-0244,Closed,2006-12-15,UPG,Expo Event,,,,12 Mo,2023-04-17,,Butler,Bonnie,Closer,
Facebook,Solo,Campbell,Penny,(461)745-1945,No Deal,2018-11-29,UPG,Expo Event,,2023-05-19,2023-01-08,6 Mo,,In Person,Huang,David,,
NTT Security,Enterprise,Taylor,Heather,572-838-0600,,,NEW,Telephonic,,2023-01-20,2023-02-19,18 Mo,,In Person,Shepherd,Christy,Closer,
Huawei,Solo,Shaw,Steven,303-232-9718,Interested,2010-02-24,,Expo Event,,2023-04-17,,18 Mo,2023-01-06,Telephonic,Boyd,Hunter,,
IBM,Enterprise,Lopez,Matthew,877-343-9044,No Deal,2008-07-23,RPT,In Person,,,2023-05-22,1 Mo,2023-05-01,Telephonic,Hill,James,Closer,
Apple,Professional,Ortiz,Robin,(945)655-8751,Follow Up,,RPT,In Person,,2023-05-01,2023-06-04,1 Mo,,Telephonic,Bailey,Kimberly,,
Salesforce,Enterprise,Strong,Janet,579-359-5199,Follow Up,2007-09-03,ADD,Email,,,,,,,Garza,Thomas,Associate,
Oracle,Enterprise,Baker,Samantha,800-572-5137,No Deal,,UPG,In Person,,2023-01-14,,1 Mo,2023-03-20,In Person,Dixon,Sylvia,,
VMware,Enterprise,Gonzalez,Valerie,(426)286-8685,Interested,2017-05-21,,In Person,,2023-03-10,2023-06-04,1 Mo,2023-05-26,In Person,Pacheco,Robert,,
HPE,Solo,Sanchez,Sally,3356780796,Follow Up,,NEW,Social Media,2023-06-22,,,,2023-04-20,In Person,Martin,Ashley,Associate,
NTT,Solo,Bennett,Lisa,3204801284,Interested,2005-02-28,NEW,Telephonic,,,,12 Mo,,In Person,Woods,Paul,,
Microsoft,Professional,Hernandez,Linda,802-790-0720,Follow Up,,RPT,Expo Event,,2023-06-06,,,,Telephonic,Sullivan,Pamela,Manager,
IBM,Enterprise,Atkinson,Michael,7533199464,,,NEW,Email,,2023-04-09,,1 Mo,,In Person,Nelson,Michael,,
NTT TechnoCross,Enterprise,Taylor,Danielle,525-484-2952,No Deal,,RPT,Expo Event,,,2023-05-17,1 Mo,2023-04-24,In Person,West,Connie,,
Apple,Solo,French,Dawn,8314475963,,,,Email,,,,12 Mo,,In Person,Wiggins,Jason,Manager,
Adobe,Solo,Little,Billy,7493708495,Follow Up,2015-11-08,UPG,Social Media,,2023-03-25,2023-05-25,6 Mo,2023-01-18,In Person,Parker,Kimberly,,
NTT Data,Professional,Strong,Mitchell,(408)225-8363,Closed,2022-05-04,UPG,Social Media,2023-02-22,,,1 Mo,,,Patterson,Alexander,Manager,
Oracle,Enterprise,Willis,Lauren,2078162164,Interested,,,Email,,2023-06-13,,1 Mo,,In Person,Bryant,Taylor,Manager,
NTT Advanced Technology,Solo,Meza,Robert,588-463-5631,Follow Up,2016-06-23,ADD,Telephonic,,2023-03-20,,12 Mo,2023-01-20,,Cooley,Shelby,Associate,
Microsoft,Solo,Gonzalez,Brittany,(639)948-2401,,,RPT,,2023-06-16,,,12 Mo,,,Webster,Kathy,Closer,
IBM,Enterprise,Vazquez,John,504-545-9249,No Deal,2016-03-04,UPG,,,2023-04-30,,,,Telephonic,Perez,Jacqueline,Closer,
Apple,Solo,Haynes,Curtis,5637837517,,2007-09-14,NEW,Social Media,,2023-01-29,2023-04-22,1 Mo,2023-06-23,,Brown,Xavier,Associate,
NEC,Professional,Whitaker,Pamela,(211)609-2039,Interested,,UPG,,,2023-04-07,2023-05-15,12 Mo,,,Bowman,Bryan,Closer,
NTT Communications,Enterprise,Smith,Mark,270-239-2536,,2019-08-13,NEW,Social Media,,2023-04-23,2023-06-28,,,In Person,Meza,Tammy,Closer,
NTT DOCOMO,Solo,Hall,Jennifer,(246)398-9520,,2004-09-03,RPT,,,2023-02-21,,18 Mo,,In Person,Donovan,Mary,,
Facebook,Solo,Miller,Patrick,(259)365-2838,Interested,,NEW,In Person,2023-06-03,2023-03-19,2023-04-25,1 Mo,,In Person,Watkins,Carrie,Closer,
HPE,Professional,Decker,Robert,3486616724,Interested,2014-03-10,UPG,,,2023-06-06,,,,In Person,Chase,Kenneth,,
NTT DOCOMO,Enterprise,Delacruz,Destiny,6155286892,Follow Up,2008-02-16,RPT,Telephonic,,,,,,In Person,Fischer,Nancy,,
NTT Urban Development,Solo,Lopez,Matthew,257-735-1984,Closed,2004-09-01,,Social Media,,2023-02-26,2023-01-26,18 Mo,,In Person,Hardy,Kelly,Manager,
Adobe,Professional,Chan,Rachel,(506)473-0595,Follow Up,2016-01-06,ADD,,,,,18 Mo,,In Person,Hall,Rebecca,Closer,
NTT DOCOMO,Professional,Padilla,Craig,(732)358-3159,No Deal,2013-10-18,UPG,Expo Event,2023-03-29,,,1 Mo,,Telephonic,Jackson,Sharon,Associate,
NEC,Professional,Lawrence,Dustin,(456)845-6091,No Deal,2003-03-01,UPG,Email,,,,18 Mo,,,Williams,Virginia,Associate,
Google,Solo,Scott,Dana,(564)455-1601,Closed,2022-05-11,NEW,Expo Event,,,,1 Mo,,,Avila,Stephanie,Closer,
NEC,Professional,Spears,Matthew,971-422-6263,Follow Up,,,,2023-04-25,,,18 Mo,2023-01-31,In Person,Spence,Christina,,
Salesforce,Professional,Wallace,Elizabeth,(952)608-8424,Interested,,ADD,Telephonic,,,2023-05-12,18 Mo,,In Person,Martinez,Jacqueline,,
VMware,Professional,Arnold,Joseph,5184337617,Closed,2003-10-20,RPT,,,2023-01-29,,6 Mo,,In Person,Wilkerson,Mary,Manager,
Dell,Enterprise,Randall,Dustin,9392174985,No Deal,,,Expo Event,,2023-03-28,,,,In Person,Phillips,Annette,Associate,
NTT Communications,Enterprise,Mccormick,Sally,(320)494-5263,,,RPT,Telephonic,2023-01-01,2023-05-17,,18 Mo,,In Person,Wood,Susan,,
NTT Advanced Technology,Enterprise,Wyatt,Bobby,817-745-3821,Interested,,ADD,Email,2023-03-04,2023-01-09,,,,Telephonic,Andersen,Melissa,Associate,
HPE,Enterprise,Atkins,Megan,(812)397-2673,No Deal,2012-10-13,,In Person,,2023-02-14,,12 Mo,,In Person,Peters,Jill,Manager,
SAP,Professional,Nguyen,Stephen,(242)614-6066,Interested,,,Expo Event,,2023-06-06,,,2023-05-31,,Roth,Daniel,Associate,
VMware,Professional,Cohen,Christy,8445384361,No Deal,2008-11-02,UPG,Email,,,,6 Mo,,Telephonic,Abbott,Laura,,
NEC,Professional,Chase,Brian,961-672-2881,Interested,2012-11-05,UPG,In Person,,,2023-03-11,12 Mo,,Telephonic,Kennedy,Melissa,,
HPE,Enterprise,Charles,Christopher,354-851-4637,Interested,,ADD,Expo Event,,,,18 Mo,,,Hurley,Sarah,,
NTT,Solo,Phillips,Steven,992-357-7331,,,UPG,In Person,,,,1 Mo,,In Person,Gordon,Christopher,,
NTT Data,Professional,Rios,Gregory,513-237-3750,No Deal,2006-01-08,NEW,,,,,,,In Person,Smith,Amber,Closer,
Apple,Solo,Perez,Christian,9014939391,Interested,2014-01-03,RPT,Expo Event,,,,1 Mo,,,Hays,Anna,Closer,
Adobe,Enterprise,Thompson,Matthew,(795)252-2617,,2018-09-14,NEW,,2023-05-04,2023-05-01,,12 Mo,,In Person,Burch,Meagan,Closer,
NTT Finance,Professional,Gomez,John,5397502827,Follow Up,,RPT,Email,,,,,2023-01-06,Telephonic,Gonzalez,Jaime,Associate,
NTT Data,Solo,Fritz,Rebecca,(501)468-3222,Follow Up,,,Social Media,,2023-02-25,2023-01-07,18 Mo,2023-04-26,,Stokes,Tiffany,Manager,
SAP,Enterprise,Santos,Laura,(484)877-8803,Closed,,UPG,,2023-03-16,,,18 Mo,,,Campbell,James,,
Facebook,Enterprise,Anderson,Nicholas,408-302-6064,Follow Up,,ADD,Email,,2023-03-06,,,,In Person,Hammond,Laura,Manager,
NTT Data,Solo,Shelton,Catherine,9496346487,,2022-09-25,ADD,Social Media,,2023-04-22,2023-01-18,18 Mo,,,Mitchell,Susan,Closer,
Microsoft,Professional,Johnson,Dana,6656748521,,,ADD,,,2023-01-17,2023-03-24,6 Mo,2023-06-09,Telephonic,Lee,Grace,Manager,
NTT Finance,Solo,Ryan,Joseph,(540)509-3184,No Deal,2005-12-22,UPG,,,2023-03-11,,18 Mo,,In Person,Garcia,Katie,Closer,
Dell,Solo,Carter,Sandra,7958206303,Closed,2009-08-16,RPT,In Person,,2023-03-01,,1 Mo,,Telephonic,Whitney,Jennifer,Manager,
NTT Finance,Enterprise,Hughes,Benjamin,(644)512-5027,Interested,,ADD,Telephonic,,,,12 Mo,,Telephonic,Williams,Anita,Associate,
Microsoft,Solo,Alexander,Raymond,676-202-5030,,,RPT,In Person,2023-02-05,2023-03-06,,,,Telephonic,Sandoval,Bradley,Closer,
NTT Finance,Enterprise,Morrison,James,543-943-9192,Interested,,NEW,Email,2023-05-29,,2023-04-14,12 Mo,,,Rojas,Brent,Closer,
Amazon,Solo,Thompson,Anna,(492)783-0096,Interested,,,Email,,2023-05-02,2023-04-01,12 Mo,2023-03-25,,Sweeney,Barbara,Closer,
Apple,Enterprise,Davis,Tyler,(908)471-3717,Follow Up,,RPT,In Person,,2023-06-20,,12 Mo,2023-06-28,Telephonic,Thomas,Michelle,Closer,
NTT Security,Enterprise,Serrano,Bailey,5154415869,No Deal,,,Social Media,,2023-05-06,,1 Mo,,Telephonic,Cisneros,Barbara,,
SAP,Professional,Thomas,Alex,6984824073,No Deal,2008-02-17,,Social Media,,2023-01-31,2023-03-28,6 Mo,,Telephonic,Grant,Michael,Closer,
Microsoft,Professional,Henderson,Jamie,549-762-7007,Interested,2010-10-18,RPT,,2023-01-19,2023-01-22,2023-02-05,1 Mo,2023-06-01,In Person,Santana,Stacy,Associate,
Cisco,Enterprise,Barry,Erik,(626)613-2432,,2002-10-21,UPG,Email,,,2023-06-06,,2023-03-19,,Vazquez,Julia,,
NTT DATA Business Solutions,Enterprise,Mitchell,Jonathon,3526025408,No Deal,2003-03-03,ADD,,,2023-02-05,,,,Telephonic,Taylor,Rachel,Associate,
NTT Finance,Enterprise,Baker,Adam,4525688709,Follow Up,,NEW,,,2023-04-13,,18 Mo,,,Walker,Melanie,,
SAP,Solo,Wagner,Sarah,6366472733,Closed,2013-05-21,ADD,Telephonic,2023-05-11,2023-04-07,,18 Mo,,In Person,Hines,Lauren,Manager,
NTT DOCOMO,Enterprise,Summers,Melissa,7486318325,Interested,,RPT,In Person,,,2023-06-20,,,Telephonic,Baxter,Mary,Manager,
NTT,Professional,Wilson,Anna,7389183779,Interested,2020-04-04,ADD,Email,,,,12 Mo,,Telephonic,Vargas,Jessica,Closer,
NTT DATA Business Solutions,Professional,James,Melissa,543-481-8643,Interested,,NEW,Expo Event,,,,1 Mo,2023-06-27,Telephonic,White,Rebecca,Associate,
VMware,Enterprise,Smith,Andrea,968-851-6196,Closed,2019-04-24,UPG,Email,,2023-04-18,2023-01-14,18 Mo,,,Rodriguez,Sydney,Associate,
NTT,Solo,Aguirre,Hannah,(753)934-8841,Follow Up,,UPG,,,2023-02-02,,1 Mo,,,Mejia,Christopher,Closer,
NTT Urban Development,Professional,Neal,Brian,657-994-9844,Follow Up,,ADD,Email,,,2023-03-06,18 Mo,,Telephonic,Johnson,Kimberly,Associate,
NTT Security,Professional,Gallegos,Brent,208-677-0426,Follow Up,2005-09-04,,Telephonic,,2023-03-02,2023-02-06,18 Mo,,,Cochran,Patrick,Associate,
NTT Communications,Enterprise,Mclaughlin,Taylor,8575737335,No Deal,,RPT,Email,2023-02-05,,,12 Mo,2023-01-28,,Cherry,Lorraine,Closer,
NTT DOCOMO,Professional,Ramirez,Timothy,914-269-5437,Closed,,RPT,In Person,2023-06-10,2023-04-21,,6 Mo,,,Sharp,Kimberly,Manager,
NTT Data,Enterprise,Hernandez,Melvin,5055700349,Interested,2004-06-29,ADD,Email,,2023-06-20,,12 Mo,,In Person,Smith,Kathryn,Manager,
Salesforce,Enterprise,Velasquez,Christopher,6397200669,,2010-02-13,ADD,In Person,,2023-06-27,,,,Telephonic,Anderson,Lisa,,
NTT Finance,Solo,Alvarez,Shannon,405-668-0607,Follow Up,2009-10-25,,Social Media,,,,18 Mo,,,Johnson,Joshua,Associate,
Huawei,Solo,Smith,Peter,(710)202-3035,Closed,,RPT,Telephonic,2023-03-31,2023-02-18,,18 Mo,,In Person,Cline,Gina,Manager,
Google,Solo,Baxter,Bonnie,766-986-7009,No Deal,,ADD,Expo Event,,2023-01-27,,18 Mo,,,Gibson,Brenda,Manager,
NTT Communications,Professional,Wiggins,Stanley,6464053430,,2004-09-06,RPT,,,2023-05-20,,12 Mo,2023-02-01,In Person,Jennings,Kelly,,
IBM,Enterprise,Alvarado,Roberto,9722124247,,2008-11-14,ADD,Telephonic,,,2023-05-18,12 Mo,,In Person,Thornton,Peter,Manager,
Oracle,Enterprise,Wright,Danielle,(812)560-2974,Interested,,UPG,In Person,,2023-02-13,,18 Mo,2023-01-07,,Nelson,Pamela,Closer,
Microsoft,Enterprise,Barrett,Jacqueline,290-754-9808,Closed,2008-07-23,ADD,,,2023-04-04,2023-05-03,1 Mo,,Telephonic,Ortiz,Derrick,Manager,
NTT Data,Enterprise,Price,Todd,453-353-1966,No Deal,,RPT,In Person,,2023-02-11,,1 Mo,,In Person,Bradley,John,,
VMware,Enterprise,Randolph,Veronica,658-717-4477,No Deal,2013-02-24,NEW,Telephonic,,2023-06-29,2023-01-19,18 Mo,,Telephonic,Wilson,Natalie,,
NTT Finance,Solo,Cortez,Philip,257-719-4127,,2002-08-26,UPG,Email,,2023-06-07,2023-05-01,12 Mo,2023-02-24,In Person,Parker,Suzanne,Associate,
Oracle,Professional,Holden,Lacey,9309007943,Closed,,,Expo Event,,2023-06-12,,6 Mo,,,Phelps,Joann,Manager,
NTT TechnoCross,Enterprise,Rivers,David,(897)330-5869,Follow Up,2012-01-01,NEW,Email,2023-01-19,2023-05-27,2023-05-24,,,Telephonic,Waters,Christina,Associate,
HP,Enterprise,Webb,Jeremy,6102428762,Follow Up,2015-03-03,,Telephonic,,2023-01-15,,6 Mo,2023-01-27,Telephonic,Miller,Brittney,Associate,
Dell,Enterprise,Wheeler,Mark,836-334-1632,Closed,2018-11-22,UPG,Expo Event,,2023-01-03,,,2023-04-30,,Anderson,Amy,Manager,
NTT Data,Solo,Odonnell,Mike,458-669-4505,Interested,2004-05-30,UPG,Email,,2023-03-31,2023-02-24,12 Mo,,Telephonic,Hamilton,Alexander,Associate,
Facebook,Solo,Frye,Julie,279-672-4180,No Deal,2008-11-15,,Email,,2023-06-13,,,,,Brown,Derek,Associate,
HP,Solo,Webb,Joanne,(975)229-6069,Follow Up,2019-05-24,ADD,Expo Event,2023-03-02,,2023-01-04,1 Mo,,Telephonic,Anderson,Paul,Closer,
Apple,Solo,Rios,Keith,(234)847-6638,No Deal,2005-05-09,UPG,In Person,,,2023-02-01,12 Mo,,In Person,Ross,Annette,Associate,
VMware,Solo,Miles,Robert,(919)558-5755,,,UPG,Email,,2023-01-21,,6 Mo,,,Newman,Krista,Closer,
HP,Professional,Munoz,Katherine,(822)545-6248,,,,Social Media,2023-03-17,2023-05-09,,18 Mo,,,Johnson,Christopher,Manager,
HPE,Professional,Parker,Cynthia,7278370210,Closed,,,Telephonic,,2023-05-22,,1 Mo,2023-02-15,,Gonzales,Melissa,Manager,
NTT Advanced Technology,Solo,Watson,Brian,5589928695,Interested,,RPT,Telephonic,2023-04-02,,,12 Mo,,In Person,Hughes,Melanie,Associate,
HP,Professional,Dorsey,Mary,694-924-0328,,,UPG,Email,,2023-04-24,2023-05-12,,,Telephonic,Hahn,Julia,Associate,
NTT Advanced Technology,Enterprise,Williams,Emily,424-803-9677,No Deal,,ADD,Telephonic,,,2023-02-03,1 Mo,,,Armstrong,Eric,,
Salesforce,Enterprise,Rogers,Lori,488-667-7946,Interested,,UPG,Social Media,,2023-04-22,,,2023-04-27,In Person,Moran,Marcus,Manager,
NEC,Solo,Watson,Joe,(897)589-2004,,2022-12-11,,Telephonic,,,2023-05-23,18 Mo,,,Gordon,Jessica,Closer,
Huawei,Professional,Caldwell,Amanda,246-559-5799,Follow Up,2021-01-23,UPG,Social Media,,,,6 Mo,2023-03-17,Telephonic,Young,George,Manager,
NEC,Professional,Duncan,Thomas,9868990514,Interested,2002-09-03,RPT,In Person,,,,18 Mo,,In Person,Trevino,Crystal,,
IBM,Solo,Myers,Margaret,5277391165,No Deal,2012-02-23,,,,2023-06-01,,18 Mo,2023-02-03,,Gomez,Stephen,Manager,
HPE,Solo,Mcdonald,Nicole,237-530-5276,Closed,2006-06-08,NEW,Expo Event,,2023-06-11,2023-02-22,18 Mo,,In Person,Haas,Denise,,
SAP,Professional,Boyd,Justin,7626297643,No Deal,2019-09-22,ADD,,2023-01-11,,2023-04-14,,,In Person,Parker,Heather,Closer,
Cisco,Professional,Beck,Dana,8306209431,No Deal,2011-09-30,UPG,In Person,,2023-01-04,2023-05-03,18 Mo,,,Coleman,Dawn,Closer,
Dell,Enterprise,Hanson,Barbara,723-628-8956,Interested,2005-09-15,NEW,Social Media,,2023-06-23,2023-05-18,12 Mo,2023-04-11,Telephonic,Hale,Jonathan,Manager,
NTT Advanced Technology,Professional,Hernandez,Michael,528-633-8129,Follow Up,2011-02-19,RPT,Expo Event,,2023-01-09,,6 Mo,,In Person,Williams,Erika,Associate,
NTT Security,Professional,Ponce,Philip,8668122936,Follow Up,2016-01-14,,In Person,,,2023-03-15,12 Mo,,Telephonic,Simmons,Mckenzie,,
Oracle,Enterprise,Mcclain,Jessica,6983302185,,,,Email,2023-05-04,2023-05-11,2023-03-01,6 Mo,,Telephonic,Davies,John,Manager,
Oracle,Professional,Davies,Steven,(508)597-5025,No Deal,,ADD,Expo Event,,2023-02-21,2023-03-31,6 Mo,2023-04-25,In Person,Evans,Shane,,
Cisco,Solo,Vaughan,James,(864)974-3461,,2016-08-24,ADD,Expo Event,,2023-06-19,,12 Mo,2023-02-24,In Person,Foster,Richard,,
Intel,Enterprise,Bowers,Jonathan,(858)882-0350,Interested,,UPG,Telephonic,2023-03-29,2023-01-23,,1 Mo,,In Person,Nunez,Rachel,Manager,
IBM,Enterprise,Brown,Rachel,799-213-5880,Follow Up,2007-06-19,NEW,,,2023-04-14,2023-05-28,6 Mo,2023-01-20,In Person,Michael,Lisa,,
SAP,Enterprise,Mathews,Tara,(236)901-2946,,,UPG,Email,2023-06-22,2023-01-28,,6 Mo,,,Williams,Roberta,,
NTT Advanced Technology,Solo,Williams,Tina,(939)302-9552,Closed,,,Telephonic,,,,6 Mo,,In Person,Christensen,Gary,Associate,
Oracle,Enterprise,Camacho,Gabriel,668-451-3150,,2013-04-25,ADD,Email,,2023-01-24,,18 Mo,,,Joyce,Janice,Closer,
NTT TechnoCross,Solo,Johnson,Betty,585-843-5983,Interested,,,In Person,,2023-03-11,,12 Mo,2023-06-02,Telephonic,Hancock,Sarah,Closer,
NEC,Solo,Salazar,Leah,763-337-4615,Follow Up,2022-09-15,UPG,Email,,2023-02-20,2023-05-08,,,,Nelson,Nancy,,
NTT DOCOMO,Enterprise,Jackson,Barbara,496-621-0082,Closed,2006-11-17,ADD,Expo Event,2023-04-29,2023-06-27,,6 Mo,,,Munoz,Erica,Associate,
NTT Data,Solo,Hill,Benjamin,5437095134,Closed,,RPT,Expo Event,,,,12 Mo,2023-01-03,In Person,Rodriguez,Linda,Manager,
NTT TechnoCross,Solo,Duncan,Jacob,5843097603,Closed,2019-05-06,UPG,Expo Event,,2023-06-07,,18 Mo,2023-04-27,In Person,Calhoun,Dennis,Closer,
HP,Enterprise,Morris,Gregory,4743912047,Interested,,UPG,Email,,,,1 Mo,2023-06-19,In Person,Ryan,April,Associate,
Facebook,Solo,Rivera,Monica,289-304-7511,Follow Up,,NEW,Social Media,,2023-03-22,,12 Mo,,,James,Tiffany,Closer,
NTT DOCOMO,Solo,Farrell,James,3319782973,,,UPG,In Person,,2023-05-03,2023-06-15,18 Mo,,Telephonic,Wolfe,Joseph,Manager,
Dell,Enterprise,Jackson,Jason,(509)560-4826,Interested,2009-01-27,ADD,Email,,2023-06-25,2023-02-18,1 Mo,,Telephonic,Willis,Sue,Associate,
NTT Urban Development,Solo,Johnson,Carlos,(584)461-3597,No Deal,2014-04-27,,Email,,2023-03-16,2023-04-30,12 Mo,,,Lee,Heidi,Closer,
Cisco,Solo,Turner,Jessica,3023127584,Interested,,RPT,Telephonic,,2023-03-22,2023-03-16,,,In Person,Hernandez,Kenneth,Associate,
NTT DOCOMO,Solo,Howell,Nancy,712-714-2574,Follow Up,2020-01-22,ADD,Expo Event,,2023-01-02,2023-04-02,,,In Person,Rich,Kimberly,,
NTT DATA Business Solutions,Professional,Brown,Richard,(418)235-5939,Follow Up,,ADD,Email,2023-03-16,2023-03-28,,1 Mo,,,Watkins,Krista,Associate,
NTT Urban Development,Professional,Newton,Zoe,(341)464-0697,Follow Up,,,,,2023-04-30,,1 Mo,,In Person,Mcfarland,Joseph,,
NTT,Solo,Quinn,Danielle,6616039321,,,UPG,,,2023-02-28,2023-05-05,,,,Roberts,Jill,Manager,
Oracle,Professional,Montgomery,Barbara,(263)525-3395,,2010-09-14,,Email,,,,12 Mo,,Telephonic,Warren,Tiffany,Closer,
NTT Finance,Solo,Davis,Emily,333-927-5617,Interested,,RPT,,,2023-03-16,,12 Mo,2023-04-19,,Johnson,Chad,Closer,
SAP,Enterprise,Woods,Angela,2998652232,Closed,,RPT,,,2023-02-20,,1 Mo,,Telephonic,Miller,Rebecca,Associate,
VMware,Solo,Cole,Jeffrey,268-813-5188,Interested,2009-04-07,RPT,In Person,2023-01-10,2023-03-04,,12 Mo,,Telephonic,Alvarez,Stephen,Closer,
SAP,Professional,Bradley,Elizabeth,(932)470-8720,Follow Up,2018-07-20,RPT,Social Media,,2023-03-25,,12 Mo,,,Ellison,Thomas,Closer,
Adobe,Professional,Franklin,Stephanie,9826886893,Follow Up,2020-08-24,UPG,Telephonic,2023-05-02,2023-06-20,,,,Telephonic,Green,Daniel,Associate,
Google,Professional,Griffith,Nicole,9462675009,Follow Up,2016-01-14,UPG,Expo Event,,2023-02-28,2023-01-08,,,In Person,Woods,William,Closer,
VMware,Enterprise,Valenzuela,Alejandro,9472476513,Follow Up,2009-03-08,RPT,Email,,,,,2023-01-21,In Person,Morris,Robin,Associate,
